,Combined,Game,PitchTypeAll,Pitchtype_3classes_5player,Pitchtype_3classes_Allplayer,Player,PositionCF,PositionSV
1502,Fastball (4-seam),491509-c966c5f7-c448-49c5-b7d6-82747d3a7f77,Fastball (4-seam),Fastball,Fastball,542432.0,Stretch,Stretch
1503,Fastball (4-seam),491509-4a85b7c0-d298-4210-a834-4e1f96650750,Fastball (4-seam),,,493157.0,,
1504,Fastball (4-seam),491509-90ffadf7-7088-4568-a87b-f37bcae33de1,Fastball (4-seam),,,493157.0,,
1505,Fastball (Split-finger),491509-fd63c405-bb85-4003-81a2-468ed10240de,Fastball (Split-finger),Fastball,Fastball,493157.0,Windup,Windup
1506,Slider,491509-4b2e8687-361e-40a0-b9fd-736d655a828e,Slider,Fastball,Breaking Ball,493157.0,Stretch,Stretch
1507,Slider,491509-f946461a-2f4a-4d38-a7de-737b0458ecae,Slider,Fastball,Breaking Ball,493157.0,Stretch,Stretch
1508,Fastball (4-seam),491509-bb86f642-34ea-4e23-9f90-237e4071dd04,Fastball (4-seam),Fastball,Fastball,493157.0,Stretch,Stretch
1509,Slider,491509-ec7ae34d-7db3-487b-84be-22a943545fbb,Slider,Fastball,Breaking Ball,467008.0,Stretch,
1510,Fastball (4-seam),491509-d9ef9076-cb94-4469-868f-6d5608f4fd53,Fastball (4-seam),Fastball,Fastball,527055.0,Stretch,Stretch
1511,Fastball (2-seam),491509-4983f667-e6f2-44a5-bc69-2ea5ca7d492f,Fastball (2-seam),Fastball,Fastball,527055.0,Stretch,Stretch
1512,Slider,491509-9f3208c5-26c4-4351-93b0-d1737bbe0c8a,Slider,Fastball,Breaking Ball,527055.0,Stretch,Stretch
1513,Slider,491509-35efdabc-d97b-4294-b1af-41d8e7253f25,Slider,Fastball,Breaking Ball,527055.0,Stretch,Stretch
1514,Fastball (4-seam),491509-5b71273a-2ca1-41fd-8888-57f08aee0ecc,Slider,Fastball,Fastball,527055.0,Stretch,Stretch
1515,Fastball (2-seam),491509-e684db86-950d-479a-b688-4391d95be4c2,Fastball (2-seam),Changeup,Fastball,571871.0,Stretch,Stretch
1516,Fastball (2-seam),491509-01f25a71-c891-4394-a336-693ba073ce71,Fastball (2-seam),Fastball,Fastball,444468.0,Stretch,
1517,Fastball (4-seam),491509-c9409d7a-90f3-43ce-a54a-dbf4e33721cd,Fastball (4-seam),Fastball,Fastball,444468.0,Stretch,Stretch
1518,Fastball (4-seam),490524-91adee77-b516-43b2-91f1-989828e26487,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1519,Curveball,490524-cf721c60-ff1e-4408-8404-6b73370c5929,Curveball,,,656794.0,,
1520,Fastball (4-seam),490524-822805f2-90c6-4042-ac75-7a51a4f8f2eb,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1521,Slider,490524-eb7040ad-5b3c-4697-9251-89dec9813ca0,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1522,Fastball (4-seam),490524-5267ce76-9e0d-4d45-ac7c-feee28f56775,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1523,Fastball (4-seam),490524-fe177851-1599-4409-b3f0-cc42a79039a7,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1524,Fastball (4-seam),490524-cc03c20a-ee43-4685-a286-1915b88ff918,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1525,Slider,490524-89ceeea5-6bcf-4c59-924f-29a51734c6d9,Slider,Fastball,Breaking Ball,607229.0,Stretch,Stretch
1526,Fastball (4-seam),490524-c8e764c0-ad20-44e9-9b36-be72a93122f7,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Windup
1527,Fastball (4-seam),490524-17fc8801-6268-4e79-813b-1816174c5153,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,
1528,Slider,490524-a5a4c330-7162-40d3-b118-bc6155f16426,Slider,Breaking Ball,Breaking Ball,607229.0,Stretch,Stretch
1529,Fastball (4-seam),490524-6d611787-7125-492e-8beb-b24a3a230cbe,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1530,Fastball (4-seam),490524-b0a88b70-e5ac-4009-b415-729b83dbf458,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1531,Fastball (4-seam),490524-8a3997aa-83e0-45d3-bf62-5c0c65854eb7,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1532,Curveball,490524-f5fdf957-0cca-4b43-9b0d-8dec390878cf,Curveball,Breaking Ball,Breaking Ball,607229.0,Stretch,Stretch
1533,Changeup,490524-3de44bff-6b15-4302-b6bd-c4525773e4b4,Changeup,Breaking Ball,Changeup,607229.0,Stretch,Stretch
1534,Fastball (4-seam),490524-d2baf012-c270-45b9-88c3-8ed2bd066647,Slider,Fastball,Fastball,656794.0,Windup,Windup
1535,Fastball (4-seam),490524-770b265a-81c6-4920-92aa-80ba416466be,Curveball,Fastball,Fastball,656794.0,Windup,Windup
1536,Fastball (4-seam),490524-b7649592-babc-4f1c-a1f0-1b849b1cd6f7,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,Stretch
1537,Fastball (4-seam),490524-c4db93d6-7df5-4444-bd53-98589cca35a9,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,
1538,Fastball (2-seam),490524-9fa723ce-1638-4692-aed5-6cfa927751e4,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1539,Fastball (4-seam),490524-3d1c4681-2808-4148-bb66-38ddda9ed59f,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,
1540,Fastball (2-seam),490524-e74e8b8b-1c07-4783-bcd8-a9729eb84cc4,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1541,Fastball (2-seam),490524-0527d6b2-bee6-4e09-a2ff-e91e72d612e9,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1542,Fastball (2-seam),490524-bcc45706-0cb8-410d-adea-8cfc12034f95,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1543,Curveball,490524-b40c5529-20f9-487b-979f-1aace778c8ed,Curveball,Breaking Ball,Breaking Ball,607229.0,Stretch,Stretch
1544,Slider,490524-a3a016b4-ca29-435e-80d6-8401e0927971,Slider,Breaking Ball,Breaking Ball,607229.0,Stretch,Stretch
1545,Curveball,490524-955279eb-ef7a-452e-a6ce-c291932168d9,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1546,Slider,490524-3ff72cb5-0795-44a1-a7b2-1cc2a6606f3b,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1547,Slider,490524-4252777b-3924-42fe-9d12-0334008bebb4,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1548,Fastball (4-seam),490524-57f089a5-ec8e-4846-add9-dfae02c6b63f,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1549,Fastball (4-seam),490524-930e3362-06bf-4eb3-9382-9e12428674c4,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1550,Fastball (4-seam),490524-deb6d75b-81c5-46ce-905d-b200ec571743,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,Stretch
1551,Fastball (4-seam),490524-78d3ef33-023e-4d9f-b9e6-8f8101d58a87,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,Stretch
1552,Curveball,490524-05fd7670-07d2-45ef-ad1f-5b1ea1cb1866,Curveball,Fastball,Breaking Ball,656794.0,Stretch,Stretch
1553,Fastball (4-seam),490524-0de95d55-8dc1-4f0d-9e9d-d0672ff847b3,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,Stretch
1554,Fastball (4-seam),490524-96b113ba-16f2-4a65-bf5c-47d78c4f582f,Fastball (4-seam),Breaking Ball,Fastball,656794.0,Stretch,Stretch
1555,Curveball,490524-2da67d98-74a9-481b-b4ee-decbf54d682d,Curveball,Fastball,Breaking Ball,607229.0,Stretch,Stretch
1556,Fastball (4-seam),490524-5c3f4075-f6fa-409d-8c08-3e40795e884f,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1557,Fastball (2-seam),490524-e2f3f185-2def-4b91-9b5f-134cf0d66873,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1558,Slider,490524-3f5c3eb2-b3fb-4739-a172-5a258e883399,Slider,Breaking Ball,Breaking Ball,607229.0,Stretch,Stretch
1559,Fastball (4-seam),490524-6c910f53-3284-4c87-bfb0-bb5d7f0370e3,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,
1560,Fastball (4-seam),490524-f5a97805-d080-4997-8b6b-121318c8fcaf,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1561,Fastball (4-seam),490524-cd9a80e1-d95c-4743-b797-d52ff7b7cb29,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,
1562,Fastball (4-seam),490524-982c3e88-e2d6-4aa8-ac57-d9442b9b9f35,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,
1563,Changeup,490524-203cb9c3-f299-4fae-8357-9fbc452e3387,Changeup,Changeup,Changeup,656794.0,Windup,Windup
1564,Fastball (4-seam),490524-8bcf18cf-bafe-4895-b9d5-eb588bb9cc5e,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1565,Fastball (4-seam),490524-0a6efd17-8486-4311-8cb7-5136cf77a65c,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1566,Curveball,490524-841d82e5-be54-4f2f-b644-3aa1e37af40a,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,
1567,Slider,490524-1ec63a7e-5d49-4e32-ad9a-eb5d4dd90f89,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1568,Curveball,490524-3f1cad48-1cab-4535-a015-4ba1664f8a14,Curveball,Fastball,Breaking Ball,656794.0,Windup,Windup
1569,Changeup,490524-179d9fca-8333-4ee1-9d46-87d2f41e1aa7,Changeup,Fastball,Changeup,607229.0,Stretch,
1570,Fastball (2-seam),490524-61f9bef1-1432-40a3-8dbe-f10d9497b7b9,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,
1571,Fastball (2-seam),490524-b4701dcd-990f-41fc-a7f7-aee0cf045403,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1572,Fastball (2-seam),490524-06c2e642-d27e-4a2d-8495-e8750a1ec391,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,
1573,Fastball (2-seam),490524-2337aabe-214f-4fa5-90e7-8c7ec49d294c,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,
1574,Fastball (2-seam),490524-ca8bfc7f-3162-4283-b6e8-1ff2d093bdf3,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,
1575,Fastball (2-seam),490524-dfe3de0f-7b9c-42cb-bb74-4b3ce32f40b6,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,
1576,Fastball (2-seam),490524-10ca2dc0-c958-4ae0-815a-f379fadde22c,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1577,Slider,490524-b6d491fc-93a6-4a3c-8891-a279400f7b0b,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1578,Fastball (4-seam),490524-2a5a7cc2-a4ce-4dc2-a9cd-8ad3a5c68bbb,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,
1579,Slider,490524-9d393be0-111e-402d-86c4-5342a9346433,Slider,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1580,Curveball,490524-338c56f1-ef83-4646-ab26-cb69453ec275,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1581,Fastball (4-seam),490524-8ab6d9ce-8b8c-4f75-a52b-a4853ca33c04,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1582,Fastball (2-seam),490524-7e71ebd7-f1c6-4fc1-9e21-1f39ffd4cec5,Fastball (2-seam),Fastball,Fastball,607229.0,Windup,
1583,Fastball (4-seam),490524-9364abd7-09bf-4243-b6be-3de59dbadc42,Fastball (4-seam),Fastball,Fastball,607229.0,Windup,Windup
1584,Fastball (4-seam),490524-a98eb7d0-25b8-40d0-91d2-183f5b6c36c2,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1585,Fastball (2-seam),490524-f2512242-03bc-4dac-9569-de5750bc3f1a,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1586,Curveball,490524-55d2a5f8-f960-4d98-a7eb-25d248b906e5,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1587,Fastball (4-seam),490524-4069a0f3-5489-44ac-93ee-6272081000b8,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,
1588,Fastball (4-seam),490524-f63c367d-dde5-417e-8b38-1ce3f073db5a,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1589,Fastball (4-seam),490524-c66ab8b0-9a0b-4ecb-977a-0f180d088cf5,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1590,Curveball,490524-470c467d-422b-4489-9a6d-290629dfb3b8,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1591,Curveball,490524-9d39e431-4d1d-4210-9673-62766dcd95bb,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1592,Fastball (4-seam),490524-64f5dd7a-b398-4576-9c0a-020ae5c37c41,Fastball (4-seam),Fastball,Fastball,656794.0,Stretch,Stretch
1593,Fastball (4-seam),490524-a77eb403-137f-4ece-9e58-474d78515098,Fastball (4-seam),Breaking Ball,Fastball,656794.0,Stretch,
1594,Fastball (4-seam),490524-896d4e27-41a3-4a70-b217-ab86c2044b21,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1595,Fastball (4-seam),490524-414c266d-41d8-4c56-b500-2015897a6276,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1596,Slider,490524-e231c8de-af22-4c01-85b7-82858a42b50e,Slider,Fastball,Breaking Ball,607229.0,Stretch,Stretch
1597,Slider,490524-799ddb77-b1ce-4b34-8f4c-9152bec3a952,Slider,Fastball,Breaking Ball,607229.0,Stretch,Windup
1598,Changeup,490524-acfa3514-6f91-4049-afc0-5d7868b31ad0,Changeup,Breaking Ball,Changeup,607229.0,Stretch,
1599,Changeup,490524-1e6667ad-18ff-4a43-8c86-1090c77fd5f5,Changeup,Fastball,Changeup,607229.0,Stretch,Stretch
1600,Fastball (4-seam),490524-27ad85bc-4010-4e3a-a04a-d908729f6956,Fastball (4-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1601,Fastball (2-seam),490524-c8ffe322-6f7a-4791-8e69-19551c38473f,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1602,Fastball (2-seam),490524-20c0531e-d4cb-4ddb-a6d1-46e7f31e3a3b,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1603,Curveball,490524-dbc6e8df-9f44-49d1-9c21-902982aa0e47,Curveball,Breaking Ball,Breaking Ball,656794.0,Windup,Windup
1604,Fastball (4-seam),490524-c8f49225-56d7-413d-8e80-6e0fac4fa55e,Changeup,Fastball,Fastball,656794.0,Windup,Windup
1605,Fastball (4-seam),490524-b6828cea-f683-46d6-afdd-591b905fe9a4,Fastball (4-seam),Fastball,Fastball,656794.0,Windup,Windup
1606,Fastball (Cut),490524-c1d71d76-82f7-4945-a3ee-c84b3cf51dea,Fastball (Cut),Fastball,Fastball,435400.0,Windup,
1607,Changeup,490524-53e89ce4-ca97-459c-9ba2-31f0df6a3875,Changeup,Fastball,Changeup,435400.0,Windup,Windup
1608,Fastball (2-seam),490524-5b457950-54af-4bbe-aca8-70c8d30688c9,Fastball (2-seam),Fastball,Fastball,435400.0,Windup,
1609,Changeup,490524-a6fd6129-7de8-472c-a028-a4ee14b83ec1,Changeup,Fastball,Changeup,435400.0,Windup,Windup
1610,Fastball (Cut),490524-dcb5f609-1781-4c83-8abb-f3c8de73df4d,Fastball (Cut),Fastball,Fastball,435400.0,Windup,Windup
1611,Fastball (Cut),490524-c1721c62-9b9a-45e7-9abf-29c0c3b2d5c7,Fastball (Cut),Fastball,Fastball,435400.0,Stretch,Stretch
1612,Curveball,490524-1cef175e-7211-459a-999a-f22b75ca4d40,Curveball,Fastball,Breaking Ball,607229.0,Stretch,Stretch
1613,Fastball (2-seam),490524-5908b55a-f355-48af-b9ec-04c0a4822dab,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1614,Fastball (2-seam),490524-e2589a46-a9cd-4560-8930-a9053c04dc52,Fastball (2-seam),Fastball,Fastball,607229.0,Stretch,Stretch
1615,Slider,490524-5c84dbfb-17ff-4a4b-a234-eb917f5e5b28,Slider,Fastball,Breaking Ball,607229.0,Stretch,Stretch
1616,Fastball (2-seam),490524-dcc2eb2e-21fb-470b-ba81-da6be3646fdb,Fastball (2-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1617,Fastball (4-seam),490524-fe4035a7-b1ca-4c13-ad32-789e0fbedc45,Fastball (4-seam),Breaking Ball,Fastball,607229.0,Stretch,Stretch
1618,Curveball,490524-4295e7d0-b705-4a5c-a0cc-6bc276fba35f,Curveball,Breaking Ball,Breaking Ball,460283.0,Stretch,Stretch
1619,Slider,490524-207f266a-85e0-477f-868a-8a51c1d0aa1e,Slider,Breaking Ball,Breaking Ball,460283.0,Stretch,Stretch
1620,Slider,490524-d6b18d31-daaa-4743-99ed-8f09b6df9074,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1621,Slider,490524-9675b0f7-6e39-4765-84a2-3a2b6abd5100,Slider,Changeup,Breaking Ball,592426.0,Stretch,Stretch
1622,Slider,490524-4deb0cbb-097a-4be7-94f3-83ef69fd9ddb,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1623,Curveball,490524-7d64a194-f2a9-4fb7-bd92-dd2d109b355b,Curveball,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1624,Knuckle curve,490524-1806bbe9-da9b-46a3-8a11-db051c2fcc84,Knuckle curve,Breaking Ball,Breaking Ball,477569.0,Stretch,Stretch
1625,Fastball (4-seam),490524-06fca23f-4df1-4a81-8b5f-1f00e185758e,Fastball (4-seam),Fastball,Fastball,477569.0,Stretch,Stretch
1626,Fastball (4-seam),490524-78a90724-3d8c-4bcc-987f-c6b0910e90e1,Fastball (4-seam),Fastball,Fastball,572831.0,Stretch,
1627,Curveball,490524-c4c0eea6-9e6a-4342-b6b2-2f3580adf7ed,Curveball,Fastball,Breaking Ball,572831.0,Stretch,Stretch
1628,Fastball (4-seam),490524-b91edbc8-9b28-4b83-9d0c-02fc1621fc65,Fastball (4-seam),Fastball,Fastball,592665.0,Stretch,Stretch
1629,Fastball (4-seam),490524-d495106f-0398-4952-88e6-fa333db66966,Fastball (4-seam),Breaking Ball,Fastball,592665.0,Stretch,Stretch
1630,Slider,490524-43632baf-45d3-4b19-8f4b-cfe19f898b7d,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1631,Fastball (4-seam),490524-6ff932b2-e233-4b45-b1ee-f9c84b6867e4,Fastball (4-seam),Fastball,Fastball,592426.0,Windup,Stretch
1632,Curveball,490524-3d853259-7fb6-48ee-ab9f-1160dc95723f,Curveball,Breaking Ball,Breaking Ball,592426.0,Stretch,Stretch
1633,Slider,490524-e8bb30ec-73e6-4686-ac0e-6357de3dde09,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1634,Fastball (4-seam),490524-d5577819-da3d-496f-87a8-e46a35601478,Fastball (4-seam),Fastball,Fastball,592426.0,Stretch,Stretch
1635,Slider,490524-69c5c3ac-7d84-42f0-ac3e-5d238db26cb0,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1636,Slider,490524-2269d65a-4dd3-488c-9ead-f719a8255e9e,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
1637,Fastball (4-seam),490524-e5e87674-c29b-4b26-97b5-a322bb8231ae,Fastball (4-seam),Fastball,Fastball,592665.0,Stretch,Stretch
1638,Fastball (4-seam),490524-d090d939-65a4-47a2-8b26-d5ed9caa4bd3,Fastball (4-seam),Fastball,Fastball,592665.0,Stretch,Stretch
1639,Fastball (4-seam),490524-a305a226-8d8a-46bd-8a87-f5c295e7a88c,Fastball (4-seam),Fastball,Fastball,592665.0,Stretch,Stretch
1640,Slider,490524-430fd331-9656-4709-9f90-3e47912fe427,Slider,Fastball,Breaking Ball,592665.0,Stretch,Stretch
1641,Fastball (4-seam),490524-2b8a5d57-6308-4d0e-bdce-c1d74f19ac41,Fastball (4-seam),Fastball,Fastball,592665.0,Stretch,Stretch
1642,Fastball (2-seam),491030-3746f525-1887-4964-953f-3c5922a9ce8f,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1643,Fastball (2-seam),491030-77b783f8-cf77-48b9-9905-7a8886a7b7be,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1644,Fastball (2-seam),491030-683a0b50-a148-4fbb-90d2-99b02cd608e4,Fastball (2-seam),Fastball,Fastball,605538.0,Windup,Windup
1645,Fastball (2-seam),491030-9855628a-0461-4f36-9a59-9039b8243fec,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1646,Fastball (2-seam),491030-544154b9-975b-4a0c-92e1-94314ce0be8c,Fastball (2-seam),Fastball,Fastball,605538.0,Windup,Windup
1647,Fastball (2-seam),491030-c8a405fe-2075-4729-82da-4b04637e05f0,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Stretch,
1648,Fastball (2-seam),491030-5686307f-dc05-4a3a-a0ae-a153526cc4e0,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Stretch,Stretch
1649,Fastball (2-seam),491030-3491d17e-737b-4a56-8103-883d312b7ce0,Fastball (2-seam),Fastball,Fastball,605538.0,Stretch,
1650,Slider,491030-e8e0bfe5-7278-418c-9937-514f5ef6626f,Slider,Fastball,Breaking Ball,605538.0,Stretch,Stretch
1651,Slider,491030-7b7446ec-aa10-445c-9901-60bd4adcca01,Slider,Breaking Ball,Breaking Ball,605538.0,Stretch,Stretch
1652,Fastball (2-seam),491030-c9326ae7-b552-490f-8679-514c9a257409,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Stretch,
1653,Fastball (4-seam),491030-743f07ba-ea13-4a5d-b9f1-a8c257bde5c5,Fastball (4-seam),Fastball,Fastball,605538.0,Stretch,Stretch
1654,Fastball (4-seam),491030-fd4393dd-9c76-4579-a157-f4a58aefe4a1,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,Windup
1655,Fastball (4-seam),491030-0b642d7b-fa19-4343-9f13-e2a25e52b017,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,
1656,Curveball,491030-ede31dbf-a769-4f4b-b1e9-8e6550d92b54,Curveball,Fastball,Breaking Ball,571927.0,Windup,Windup
1657,Curveball,491030-8e50c928-86ff-4deb-945b-dc2e5556bec3,Curveball,Fastball,Breaking Ball,571927.0,Windup,Windup
1658,Changeup,491030-359b371c-f1ab-4f35-8f1c-de945b0bb3e5,Changeup,Fastball,Changeup,571927.0,Windup,
1659,Fastball (4-seam),491030-0cee7de8-f211-4d1e-945e-abf1533e3198,Fastball (4-seam),Fastball,Fastball,571927.0,Stretch,Stretch
1660,Sinker,491030-2d830646-df07-4289-b177-cdff21eae4a6,Sinker,Fastball,Fastball,571927.0,Stretch,
1661,Fastball (2-seam),491030-d65bb4f3-b611-4de5-b68c-490ce1dfe5c2,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1662,Slider,491030-19994bdf-d41e-4657-93cb-b598325bc444,Slider,Breaking Ball,Breaking Ball,605538.0,Windup,
1663,Slider,491030-59633a38-5d4d-41c6-b537-b7c5475e1375,Slider,Fastball,Breaking Ball,605538.0,Windup,
1664,Fastball (2-seam),491030-d9eee0e0-8af5-495f-bfd6-cade5b392162,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1665,Fastball (2-seam),491030-2e6e126e-501c-4ddc-adc9-93d5cd96c109,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Stretch,
1666,Fastball (2-seam),491030-1ba9b946-0ab8-4b3e-ab64-1007caed7a2e,Fastball (2-seam),Fastball,Fastball,605538.0,Stretch,
1667,Curveball,491030-a561a165-1b9a-4fc5-8a85-1ba810e00a0e,Curveball,Fastball,Breaking Ball,571927.0,Windup,Windup
1668,Curveball,491030-e9375d35-6aad-4ed6-b42f-130655b57818,Curveball,Fastball,Breaking Ball,571927.0,Windup,
1669,Fastball (4-seam),491030-8354399c-12b6-4d18-b7fe-ce90a800c561,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,
1670,Sinker,491030-b46cb56f-fbc2-4873-9821-a24cd4a39015,Sinker,Fastball,Fastball,571927.0,Windup,
1671,Curveball,491030-fc4ead05-03cc-45d4-a0e9-099a83ef92e7,Curveball,Fastball,Breaking Ball,571927.0,Windup,
1672,Curveball,491030-fce266a5-12b5-44d3-b306-9307657694f9,Curveball,Breaking Ball,Breaking Ball,605538.0,Windup,Windup
1673,Fastball (2-seam),491030-e904a41a-288d-43dd-9eec-afc8f90114d0,Fastball (2-seam),Fastball,Fastball,605538.0,Windup,Windup
1674,Fastball (2-seam),491030-6bedf39a-3ad0-44b7-b1b4-91b153cf9bb6,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1675,Fastball (2-seam),491030-ba283c03-a446-4957-a683-931a00dfffa0,Fastball (2-seam),Breaking Ball,Fastball,605538.0,Windup,Windup
1676,Curveball,491030-0d241426-f6d8-40a2-97e5-12c1b9567e50,Curveball,Breaking Ball,Breaking Ball,605538.0,Windup,Windup
1677,Fastball (2-seam),491030-51b8d7bf-9b2b-4353-a09e-a1565abb7f46,Fastball (2-seam),Fastball,Fastball,605538.0,Windup,Windup
1678,Curveball,491030-34b696e2-90de-4d6b-acee-dc86d17827b1,Curveball,Breaking Ball,Breaking Ball,605538.0,Windup,
1679,Fastball (4-seam),491030-310a929a-cada-4354-9b81-4de4e84c6a3d,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,
1680,Sinker,491030-85855ba3-1203-4688-bb18-8f434b6cca9b,Sinker,Fastball,Fastball,571927.0,Stretch,Stretch
1681,Slider,491030-1675776a-6e02-4e03-a1ac-a6be8c897ee5,Slider,Breaking Ball,Breaking Ball,605538.0,Windup,Windup
1682,Fastball (2-seam),491030-9d404a83-2c5e-44fd-bfe1-fc6275f19423,Fastball (2-seam),Fastball,Fastball,605538.0,Windup,
1683,Curveball,491030-52eb3dc4-e1dc-49a4-b7c6-80b5627a6a9b,Curveball,Breaking Ball,Breaking Ball,605538.0,Windup,Windup
1684,Changeup,491030-14b8890b-a9eb-40a7-8eb7-149c11035b28,Changeup,Breaking Ball,Changeup,605538.0,Windup,Windup
1685,Slider,491030-dbde7734-091e-4428-9c23-db0fc1c3c524,Slider,Breaking Ball,Breaking Ball,605538.0,Windup,
1686,Curveball,491030-fa531980-57b1-44e3-ab56-0d1c5d4b4552,Curveball,Breaking Ball,Breaking Ball,605538.0,Stretch,
1687,Curveball,491030-3eaa420f-9207-4864-a7d2-d7bc47b257e4,Curveball,Fastball,Breaking Ball,571927.0,Windup,Windup
1688,Fastball (4-seam),491030-e8a8b518-7660-4f15-be25-652f9fa44722,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,Windup
1689,Fastball (4-seam),491030-2e2284a8-fd19-4d75-aa71-a18bc649e96e,Fastball (4-seam),Fastball,Fastball,571927.0,Windup,
